age,height,educ,feduc,meduc,tenure,wexp,race,male,earn,totalwork
33,66,17,8,7,1,7,White,1,14.26,2805
32,73,13,7,7,1,7,White,1,27.45,2550
39,63,12,2,2,2,9,White,0,11.9,2580
55,68,14,4,4,7,4,White,1,70.59,2550
49,76,12,4,4,28,5,White,1,37.5,2880
65,74,11,4,4,9,23,White,1,8.23,1458
38,71,12,4,4,8,20,White,1,27.45,2040
48,71,16,4,3,18,3,White,1,67.53,2621
24,71,16,4,4,5,4,White,1,13.4,1865
22,68,14,4,4,3,4,White,1,9.77,2560
49,70,12,4,4,4,6,White,1,21.35,2108
46,69,16,4,6,11,28,White,1,25.44,3380
45,70,15,8,5,10,22,White,1,36.25,2000
54,62,14,4,4,24,7,White,0,19.61,2040
29,69,17,4,6,5,5,White,1,15.59,2860
31,67,14,4,7,6,8,White,1,30.49,2460
29,69,17,4,4,3,8,White,1,26.44,2080
37,66,17,4,6,11,3,Black,0,25.89,2530
45,69,17,8,7,9,1,White,1,186.17,1880
62,67,12,4,4,5,20,White,1,33.33,1350
33,70,12,4,4,2,5,Other,1,37.5,2400
44,69,16,7,7,22,2,White,1,107.62,2230
38,69,17,7,6,5,1,White,1,46.78,1924
21,69,12,5,7,3,3,White,1,15.33,2250
33,74,17,7,8,3,1,White,1,34.1,2214
35,67,17,20,10,6,13,Other,1,69.44,2880
46,75,17,2,5,4,1,White,1,14.8,2500
57,62,14,2,4,2,7,White,0,12.15,1976
37,71,16,7,7,13,7,White,1,30.66,2544
58,70,16,8,6,1,2,White,1,12.9,3315
40,74,12,4,16,16,9,White,1,78.06,2133
53,66,16,3,3,1,26,White,0,32.65,1960
31,73,16,6,6,1,2,White,1,9.41,2550
61,64,14,4,4,1,10,Black,0,4.81,2080
42,68,14,3,4,18,10,Black,1,19.64,1800
45,77,14,7,7,24,4,Other,1,74.85,1777
48,67,16,7,7,15,11,White,1,62.24,1928
55,69,16,6,6,4,3,White,1,52.59,1968
24,65,16,7,8,1,2,White,0,14.86,1480
32,71,16,2,7,7,1,White,1,85.5,2000
28,70,16,6,2,1,5,White,1,40.12,2268
24,70,14,8,8,5,5,White,1,31.36,2232
38,75,13,4,3,13,1,White,1,11.63,1720
38,71,13,4,4,11,16,White,1,22.22,2340
45,64,17,4,6,19,5,Black,0,21.4,2430
33,69,16,8,6,11,1,White,1,28.79,2223
38,67,17,3,6,4,11,White,0,34.53,2259
71,68,14,2,4,13,29,White,1,31.63,1992
41,71,14,4,7,13,7,White,1,23.2,2500
53,70,14,4,4,30,35,White,1,19.12,2050
46,71,13,6,3,17,1,White,1,24.84,2174
31,65,12,3,3,4,2,White,0,17.8,2023
20,70,15,7,7,1,2,White,1,17.35,1729
32,68,17,8,8,3,8,White,1,56.67,1888
32,68,14,4,4,8,10,White,1,33.47,1494
59,56,14,4,5,21,8,White,0,35.86,2510
45,66,14,4,7,4,26,White,0,15.19,1778
21,70,12,4,4,1,2,White,1,3.09,1940
33,67,13,3,2,5,9,White,1,14.23,2600
20,63,12,4,4,1,1,Other,0,11.49,2088
34,74,12,4,8,2,3,White,1,28.85,2080
44,61,15,3,3,6,17,White,0,10.73,2424
43,70,17,19,7,2,23,White,1,111.11,3600
55,70,13,4,4,24,4,White,1,48.44,2250
54,70,14,6,6,34,35,Other,1,25.74,4080
27,73,16,6,6,4,3,Other,1,37.59,1197
42,69,16,6,7,18,2,Other,1,45.37,2160
49,62,12,4,6,10,13,White,0,17.26,2016
35,67,16,4,7,4,10,White,1,27.24,3120
29,62,10,4,3,2,8,White,1,18.14,2040
48,70,12,6,7,6,29,White,1,20.2,2030
24,71,13,6,5,4,2,White,1,13.56,1800
70,73,17,4,4,12,15,Black,1,11.31,1504
42,73,16,4,8,18,21,White,1,29.81,2080
64,68,16,7,7,8,6,White,1,38.27,2450
33,74,16,7,8,9,3,White,1,53.92,2040
36,69,17,7,7,2,6,White,1,68.03,2205
42,70,17,7,7,16,6,White,0,34.39,1948
54,73,16,4,4,7,21,White,1,30,2064
53,65,17,4,4,21,2,White,0,57.82,1695
36,68,13,4,4,13,10,White,1,41.84,1888
54,63,16,4,7,32,1,White,0,73.91,2070
36,71,16,4,4,2,15,White,1,24.8,1976
33,70,12,7,7,10,12,Other,1,28.57,1750
41,65,17,6,8,17,11,White,0,39.22,2040
44,70,14,7,7,21,2,White,1,70.56,2480
40,70,14,7,7,15,2,White,1,45,2000
42,66,14,2,2,2,15,White,0,15.87,2395
51,71,14,0,0,23,26,White,1,43.13,2272
25,70,12,7,7,2,6,White,1,17,2082
36,70,13,7,4,3,6,White,1,32.69,2600
57,69,17,7,8,7,5,White,1,61.57,2550
34,75,16,7,2,9,1,White,1,17.51,2570
24,75,16,7,4,2,2,White,1,23.95,2234
49,67,12,3,4,19,1,White,1,29.13,2060
39,71,14,3,4,7,4,White,1,12.55,2550
23,70,13,3,6,4,3,White,1,21.87,2103
46,68,12,3,4,25,18,White,1,18.24,1864
43,76,16,3,4,6,2,White,1,54.55,1998
58,65,14,1,4,6,15,White,0,21.07,2260
52,63,12,2,3,19,11,White,0,16.8,2976
49,71,10,2,3,11,5,White,1,15.94,3012
58,68,14,3,4,28,6,White,1,24.04,2080
56,67,12,3,4,14,4,White,1,26.79,1960
55,67,12,4,4,11,32,White,0,22.06,2040
35,70,14,4,8,18,2,Other,1,24.78,1715
28,73,16,6,4,4,5,White,1,46.5,2000
52,69,14,5,5,2,14,White,1,26.18,2750
26,64,16,4,4,2,2,White,0,13.41,2550
28,71,12,4,6,2,5,White,1,26.96,2040
35,69,17,4,4,2,17,White,1,14.29,2590
46,64,17,6,12,12,12,White,0,17.76,2816
58,71,12,2,2,2,21,Black,1,19.61,2040
33,71,16,4,4,9,6,Black,1,23.29,3735
47,71,14,8,4,10,13,White,1,36.8,2500
73,76,17,7,6,26,18,White,1,44.64,2352
33,70,12,5,4,15,15,White,1,60.1,2080
58,62,11,5,6,40,6,White,0,53.45,2058
40,67,16,3,3,12,2,Other,1,105.63,1800
35,69,13,4,7,1,10,Other,1,10,1960
45,71,12,3,4,17,2,White,1,37.38,2140
36,69,16,4,7,19,2,White,1,15.43,3144
29,76,12,4,4,4,7,White,1,18.3,2295
41,67,16,8,6,9,4,White,0,16.28,3072
59,76,17,6,6,11,4,White,1,59.52,2940
57,74,17,4,4,18,2,White,1,83.26,2330
27,68,16,8,7,1,5,White,0,37.19,2205
30,73,17,7,6,9,10,White,1,24.49,2450
52,69,16,7,7,1,4,White,1,10.96,2144
43,67,17,7,7,21,17,White,1,52.8,2500
46,70,16,6,6,25,1,White,1,50.83,2400
43,66,17,8,8,4,5,White,1,71.66,2470
39,64,17,5,7,3,11,White,0,37.64,2205
36,73,16,7,7,7,7,White,1,25.41,2952
32,64,13,6,7,11,4,White,0,14.67,1960
32,71,12,12,12,12,11,White,1,36.63,2050
43,67,17,4,6,11,16,White,0,19.45,2530
64,71,15,4,4,33,7,White,1,68.29,2548
50,68,17,4,4,26,1,White,1,18.92,3172
35,70,17,7,7,10,1,White,1,20.08,1992
42,71,16,8,4,2,5,White,1,69.74,2151
28,74,17,7,7,11,2,White,1,50.81,2106
34,74,12,7,6,4,12,White,1,19.05,2100
61,67,12,4,4,9,9,White,1,43.36,1868
31,67,13,4,4,5,3,White,1,21.51,2232
36,68,17,8,8,12,6,White,1,99.05,1840
49,64,14,2,2,3,1,Black,0,9.96,1840
72,69,17,3,4,21,18,White,1,10.14,2100
61,74,16,3,4,27,5,White,1,34.47,2205
50,69,16,4,4,2,29,White,1,87.5,2000
53,69,13,2,2,2,29,White,1,6.44,3341
37,66,12,6,3,1,13,White,1,14.95,2695
47,69,13,7,7,10,10,White,0,24.86,1569
41,64,16,4,4,21,13,White,0,34.94,2805
34,63,16,8,4,12,2,White,0,27.22,1984
51,73,14,8,4,15,29,White,1,60.2,1960
50,71,12,4,3,5,15,White,1,27.2,1912
51,74,15,8,6,1,2,White,1,128.4,2025
47,77,13,4,4,1,1,White,1,28.8,2500
36,69,14,4,4,16,6,White,1,17.09,2340
32,68,17,6,6,2,2,White,1,40,2600
70,71,14,6,4,38,18,White,1,61.22,1470
59,70,12,12,4,17,7,White,1,24.69,1944
47,67,17,7,7,18,21,White,1,296.61,2360
30,70,16,7,4,4,5,White,1,19.61,2295
44,63,14,6,5,8,15,White,0,15.31,1960
55,67,16,4,5,7,4,White,1,61.7,1864
59,61,17,8,6,24,18,White,0,54.92,2094
38,66,11,12,4,28,10,White,1,18.7,4277
61,69,16,4,4,30,5,White,1,271.32,1032
58,69,17,4,4,28,2,White,1,106.73,3024
36,70,14,4,4,18,12,White,1,20.77,2600
56,64,17,4,4,15,24,White,0,51.28,2340
33,73,16,20,15,1,5,White,1,44.12,2040
37,62,17,6,6,4,9,White,0,13.14,2475
36,69,14,6,2,8,6,White,1,21.57,2550
41,70,16,4,2,4,7,White,1,25.64,3315
68,70,16,4,4,2,12,Black,1,35.86,2080
63,67,12,4,4,4,33,White,0,19.01,2025
67,70,14,2,4,8,15,White,1,20,2250
38,75,16,6,8,3,5,White,1,28.55,3380
33,73,16,4,8,5,7,White,1,16.67,3120
63,74,16,4,4,5,7,White,1,37.19,2205
56,66,15,4,4,14,6,White,0,26.14,2295
39,78,16,7,7,18,3,White,1,56.61,2496
31,71,16,7,7,9,4,White,1,26.14,3060
28,65,16,7,6,2,1,White,0,17.5,3315
25,71,13,7,6,1,5,White,1,13.55,2952
38,71,17,7,7,16,3,White,1,62.33,2214
34,69,17,7,7,3,8,White,1,30.62,2596
33,74,14,8,4,1,14,White,1,14.85,2020
72,70,16,6,4,14,18,White,1,30.84,2205
43,65,17,7,6,5,6,White,0,37.5,2000
58,68,13,7,4,12,13,White,1,33.89,2803
57,66,13,8,16,12,5,White,1,36.75,2322
27,70,16,7,7,16,1,White,1,35.81,2178
67,69,16,7,7,15,17,White,1,125.57,1840
26,74,14,5,6,5,6,White,1,22.97,2159
58,69,14,8,4,12,2,White,1,33.35,3328
39,70,12,4,4,3,2,White,1,19.1,2094
61,73,14,4,4,10,9,White,1,13.61,3528
42,59,17,8,7,6,1,White,0,49.6,2016
37,66,16,8,7,1,2,White,1,63.26,1976
35,76,13,7,7,10,5,White,1,45.92,1960
32,70,16,7,7,8,3,White,1,45.08,2440
29,68,16,7,7,2,4,White,0,18.74,1494
73,69,17,4,4,4,16,White,1,88,2500
70,69,16,3,4,10,15,White,1,30.95,1680
42,75,16,7,8,2,6,White,1,12,2500
38,68,17,7,8,5,1,White,1,59.29,2530
37,64,16,7,8,1,6,White,0,48.8,2000
34,66,17,7,8,1,2,White,0,57.78,2250
29,71,16,7,7,4,8,White,1,63.03,2380
46,62,17,7,12,14,3,White,0,30.93,1778
39,71,15,6,6,20,7,White,1,41.53,1878
37,69,16,4,6,8,2,White,1,80.77,2080
41,67,16,8,7,3,19,White,1,12.04,3072
27,69,16,4,4,3,3,White,1,65.85,3037
28,70,16,4,8,5,10,White,1,23.08,5200
66,70,16,18,6,46,15,White,1,222.63,2695
32,70,16,8,8,4,2,White,1,50,2000
40,62,15,7,5,1,4,White,0,32.21,2142
62,71,16,4,4,12,5,White,1,95.96,1980
52,68,17,8,4,24,14,White,0,32.61,2208
41,71,16,4,4,2,6,White,1,45.8,2380
30,66,14,4,5,2,11,White,1,28.04,2496
34,67,17,7,7,12,3,White,0,27.45,2295
61,71,16,7,4,18,9,White,1,40,3000
37,65,14,7,4,2,17,White,0,4.81,2080
48,71,16,5,7,10,3,White,1,93.14,2040
68,74,17,8,6,38,6,White,1,76.07,2695
40,73,16,7,8,7,3,White,1,34.26,2160
37,64,16,7,7,3,1,Other,1,25.61,1952
52,73,17,4,4,5,18,White,1,74.38,2151
66,71,14,2,5,32,9,White,1,28.82,2047
41,70,12,5,7,2,1,White,1,25.16,1984
28,66,17,6,7,7,5,White,0,29,2259
29,71,17,4,4,6,4,White,1,23.97,2295
49,68,16,4,6,26,1,White,1,106.31,2916
58,73,15,3,7,10,5,Black,1,22.9,2838
60,74,12,4,4,8,7,Black,1,31.72,2112
62,74,12,0,4,4,26,Black,1,19.28,2490
50,75,12,4,4,8,14,Black,1,17.74,2480
53,70,16,6,7,22,2,White,1,82.22,2250
54,69,12,0,0,12,10,White,0,25.72,1944
47,68,16,3,7,25,30,White,1,45.77,2600
28,73,17,4,4,9,1,White,1,39.52,2480
59,69,12,5,4,24,7,White,1,39.65,2194
53,69,14,5,5,16,5,White,1,34.12,2550
41,70,12,4,4,22,17,White,1,19,2205
25,73,15,8,6,4,2,White,1,19.92,3012
41,73,13,4,6,5,6,White,1,44.51,2550
28,73,16,4,4,3,10,White,1,45.08,2440
52,66,14,7,6,24,27,White,0,24.04,2496
60,69,12,2,3,1,9,White,1,17.31,2080
59,73,12,2,3,38,7,White,1,15,2000
49,71,17,2,3,13,1,White,1,64,2500
45,68,16,6,6,19,16,Other,1,45.15,2021
48,67,15,6,4,4,1,White,0,24.52,1876
44,76,16,6,3,6,1,White,1,33.33,3000
40,67,16,4,4,1,9,White,0,10.6,2072
39,68,15,4,4,5,1,White,1,34.62,2600
37,69,12,4,4,1,5,White,1,21.86,1778
34,73,12,3,4,12,5,White,1,14.71,2040
30,71,14,3,4,2,8,White,1,16.26,2060
24,71,16,4,6,11,2,White,1,25.05,2794
23,67,13,7,6,1,5,White,0,24,2500
41,68,12,4,4,23,8,White,1,15.5,2064
29,69,16,8,7,1,2,White,1,26.04,1920
39,71,17,6,6,5,2,White,1,14.3,2448
40,71,16,7,7,12,6,White,1,16.43,1960
55,69,16,8,8,2,18,White,0,17.6,1250
31,63,13,4,4,1,4,White,0,17.31,2080
57,71,15,7,4,32,12,White,1,55.06,2470
46,71,16,6,6,20,5,White,1,55.5,2000
59,67,12,4,4,18,8,White,1,84.36,2430
47,62,14,4,4,21,14,White,0,26.6,2820
29,69,16,4,6,7,3,White,1,41.07,2094
43,68,14,4,7,21,4,White,1,12.72,4704
41,73,12,6,6,24,22,White,1,38.3,2350
45,76,17,4,4,21,1,White,1,233.33,1890
43,74,16,7,8,4,20,White,1,61.54,2600
35,67,16,4,4,2,10,White,0,13.08,2240
39,67,12,4,4,6,7,Black,0,9.22,1301
52,73,14,6,4,4,10,White,1,30.95,1680
34,66,10,4,6,1,6,White,0,16,2000
57,64,17,8,6,26,26,White,0,67.65,2380
39,75,14,4,8,7,2,White,1,24.89,2370
43,70,16,8,8,18,4,White,1,30.45,1872
34,69,17,12,14,12,8,White,1,64.04,1952
26,61,17,8,6,3,4,White,0,17.83,1935
26,66,12,7,5,2,1,White,1,24.04,3536
50,68,12,4,4,28,1,White,1,27.65,2676
55,69,17,4,4,23,32,White,1,51.14,2151
24,61,13,8,8,1,1,White,0,7.21,2080
28,71,8,6,4,1,7,White,1,22.71,2202
47,71,17,7,8,23,2,White,1,24.04,3120
37,73,17,8,7,1,3,White,1,158.9,2832
45,63,17,6,6,8,5,White,0,14.87,2286
38,70,14,4,6,4,5,White,1,2.16,1856
63,73,17,7,6,16,8,White,1,134.88,2150
40,69,16,8,8,8,1,White,1,24,2000
31,66,16,8,8,4,3,White,1,34.31,3060
31,75,16,8,4,5,2,White,1,21.43,1904
39,74,12,5,4,15,7,White,1,40.94,2455
38,74,12,5,5,13,14,White,1,50.08,2496
37,76,14,6,4,4,1,White,1,22.16,4512
29,79,17,6,7,3,2,White,1,44.14,3036
26,76,16,4,7,2,4,White,1,35.56,2250
27,69,12,4,4,11,5,White,1,25.49,2040
53,75,14,4,4,3,18,White,1,18.5,2600
45,71,13,4,4,3,12,White,1,20.41,1960
24,69,12,6,6,4,6,White,1,32.55,2212
61,61,12,4,3,42,9,Black,0,37.71,1750
49,67,14,4,4,20,13,Black,1,27.28,2016
47,65,13,4,4,23,13,Black,0,26.88,2530
36,64,14,7,8,2,10,Black,0,19.23,2236
35,74,14,2,5,13,8,Black,1,26.32,1976
33,70,12,6,7,10,6,Black,1,71.43,1960
28,63,17,4,7,4,2,Other,0,14.51,2205
37,74,16,4,4,13,13,Black,1,181.29,1368
31,73,12,3,3,5,4,White,1,22.22,3060
36,69,16,4,4,1,12,White,1,17.29,2024
59,69,16,2,6,15,6,White,1,36.67,2550
56,64,12,4,2,3,29,Black,0,12.12,1560
40,70,15,7,6,3,1,Black,1,35,2286
38,63,14,4,4,5,3,Black,0,17.65,2040
31,75,15,7,10,1,4,Black,1,27.78,2340
26,67,12,12,12,5,5,Other,1,21,2080
37,75,11,4,7,16,15,White,1,34.78,2300
52,73,16,4,4,8,26,White,1,87.76,2450
22,77,14,7,6,1,4,White,1,17.14,2042
34,67,17,7,6,4,2,White,0,17.59,2490
48,77,16,7,7,1,1,White,1,36.8,2500
46,76,16,6,7,13,1,White,1,53.09,2151
47,71,16,4,4,1,2,White,1,30.87,1976
41,74,16,6,8,11,4,White,1,53.96,1968
29,75,11,4,4,4,10,White,1,24.45,2331
60,68,15,4,2,1,5,Black,0,24.94,2486
47,70,17,4,8,4,20,Black,1,26.6,3120
46,70,17,6,4,16,9,Black,1,25,2600
44,67,15,4,8,1,10,Black,0,42.65,2000
40,66,12,4,4,7,12,Black,1,29.41,2040
35,76,14,4,4,2,15,Black,1,40.05,3870
38,69,17,7,8,5,1,White,1,23.08,2600
70,65,14,4,2,11,18,White,0,22.55,2040
39,65,14,7,6,12,7,White,0,25.54,2075
56,66,16,6,8,5,26,White,0,45.52,2680
37,76,14,4,7,7,11,White,1,37.49,2800
28,66,16,4,4,6,10,White,1,55.56,2250
45,69,14,4,4,10,23,White,1,27.91,2580
51,71,17,10,7,18,2,White,1,35.56,2250
52,67,17,7,6,23,5,White,1,81.32,1820
60,75,12,4,4,8,8,White,1,18.22,1560
37,69,12,5,3,10,10,White,1,30.12,2490
34,70,14,7,7,12,8,White,1,19.33,2845
44,73,16,7,7,20,4,White,1,87.15,2295
39,71,17,4,7,1,2,White,1,24.73,2750
60,73,12,2,4,5,7,White,1,17.18,2125
33,79,14,4,7,4,12,White,1,14,2016
43,76,12,4,4,4,20,White,1,20.26,3060
47,67,13,4,2,22,23,White,1,37.75,1936
24,70,12,4,4,5,4,White,1,21.02,2040
50,69,14,4,4,21,4,White,1,32.09,2244
26,70,15,6,4,2,5,White,1,27.71,1992
54,70,14,4,4,35,2,White,1,31.25,1920
39,73,12,4,4,19,13,White,1,20.31,3200
31,68,12,6,5,1,5,White,1,26.46,2268
53,66,11,4,4,3,30,White,1,11.55,1992
47,75,12,2,4,8,23,White,1,12.65,2450
46,77,11,4,4,1,8,White,1,30.7,1368
63,71,12,2,4,2,34,White,1,10.16,3542
41,65,16,7,6,12,7,White,0,31.4,2134
65,71,17,7,8,39,4,White,0,35.92,2450
51,67,12,6,6,19,1,Black,1,19.3,1736
82,70,17,8,2,27,25,White,1,50.58,2570
31,62,16,8,8,8,2,White,0,59.69,2295
62,71,16,5,6,8,6,White,1,34.61,2629
34,69,16,7,6,8,4,White,1,33.33,3000
37,73,17,4,7,3,12,White,1,11.3,2080
49,69,15,7,7,6,4,White,1,14.67,2250
46,63,16,8,8,18,17,White,0,36.83,1928
55,75,16,2,3,21,2,White,1,19,1840
31,68,17,7,7,8,3,White,1,51.94,2214
53,73,16,7,7,15,22,White,1,29.01,2068
40,66,16,4,4,15,1,White,1,30.2,2450
44,69,12,4,4,2,20,White,1,37.76,2940
61,74,17,7,7,37,6,White,1,75.97,2006
36,74,12,7,7,4,4,White,1,27.57,2180
31,68,12,6,4,13,6,White,1,14.68,2044
64,70,16,7,5,16,12,White,1,45.79,1638
58,71,14,4,12,25,10,White,1,53.16,2060
56,68,16,7,5,33,10,White,1,25.72,3499
30,76,17,4,7,2,6,White,1,43.95,1993
31,73,13,4,6,2,9,White,1,13.46,2080
74,71,12,10,4,20,30,White,1,29.13,2300
26,69,16,4,4,4,2,White,1,31,2952
35,73,17,4,4,15,17,White,1,52.8,2178
49,71,11,2,3,30,1,White,1,7.25,2080
27,63,12,3,4,10,1,White,0,6.37,3318
46,67,17,8,7,16,3,White,1,70,2000
45,68,16,8,7,18,3,White,1,53.35,2390
52,71,16,4,3,6,18,White,1,31.29,3036
48,65,12,7,8,5,9,White,0,18.83,1540
38,62,17,4,6,14,4,White,0,27.31,2600
35,66,12,7,7,1,8,Black,0,4.78,2090
48,70,12,4,4,20,20,Black,0,17.11,2250
45,74,12,3,4,4,5,Black,1,27.33,2744
44,63,10,4,4,18,8,Black,0,25.84,1632
42,70,12,6,4,2,18,Other,1,23.47,3408
28,63,15,3,4,2,1,Black,0,24.46,1840
23,68,12,4,4,1,2,Black,0,37.95,1950
49,66,12,4,4,3,5,Black,0,12.9,1938
30,74,12,4,4,4,4,Black,1,19,1820
41,65,11,4,3,2,10,Black,0,10.51,1028
50,67,12,4,4,7,1,Black,0,14.29,2450
39,65,14,3,6,3,12,Black,0,14.5,2000
23,66,13,4,4,4,1,Black,0,17.75,2423
22,70,12,4,4,4,2,Black,1,18.63,3060
29,68,12,4,4,2,1,Black,0,6.3,1428
36,71,12,4,7,2,12,White,1,18.18,2750
64,70,14,6,6,42,10,White,1,46.87,2795
47,73,12,8,7,3,3,White,1,20.75,2048
37,73,14,8,7,11,6,White,1,22.64,2288
36,70,12,7,7,13,3,White,1,34.27,1984
43,71,12,4,4,5,21,White,1,17.57,2277
36,68,12,6,7,11,10,White,1,30,2500
37,68,14,6,7,12,7,White,1,20.42,2448
42,74,14,8,4,5,16,White,1,25.69,2219
45,71,12,5,5,19,7,White,1,19,2304
65,67,12,6,4,1,13,White,1,23.75,1684
60,68,16,7,4,28,1,White,1,45.27,2430
55,68,17,7,5,10,1,White,1,4.56,5488
37,75,16,4,4,6,7,White,1,37.41,2673
36,61,17,7,6,8,2,White,0,16.54,2600
29,70,16,7,7,6,3,White,1,33.33,2550
29,76,12,4,7,6,6,White,1,69.51,2158
54,66,14,4,4,22,7,Other,0,24.27,2060
52,63,16,4,4,1,5,White,0,29.9,2860
26,75,17,4,4,4,2,White,1,32.94,2277
31,62,16,7,7,6,2,White,0,41.99,3048
50,74,17,7,7,2,22,White,1,108.47,1936
45,74,12,4,4,11,22,White,1,24.1,1992
29,64,15,4,4,8,3,White,0,17.36,2160
26,66,12,7,7,1,4,White,1,5.68,1760
64,69,12,7,2,16,13,White,1,23.36,1712
38,70,11,6,6,6,3,White,1,16.5,2000
60,69,12,4,4,35,7,White,1,53.13,1920
55,71,17,4,4,8,6,White,1,30.3,1980
36,68,13,4,6,13,4,White,0,22.41,2178
39,73,13,5,7,1,22,White,1,8.5,2080
69,68,15,2,8,6,17,White,1,32.55,3072
35,74,16,6,4,7,1,White,1,46.67,1800
31,71,16,6,4,12,4,White,1,25.81,2673
30,67,14,7,5,6,6,White,0,22.55,2079
29,68,16,7,6,4,2,White,0,22.38,1959
58,71,16,4,6,10,6,White,1,57.94,2430
32,69,12,4,4,7,4,White,1,14.91,2200
34,66,17,8,8,4,8,White,1,36.76,2040
40,67,16,7,8,7,10,White,0,58.7,2300
39,71,16,7,4,13,1,White,1,78.4,2500
25,70,16,7,7,3,1,White,1,26.32,2204
32,71,16,7,4,5,10,Other,1,16.43,2008
55,67,17,8,8,15,1,White,1,115.94,2208
52,62,16,8,8,2,16,White,0,90,2000
48,68,16,8,8,4,1,White,1,165.33,2117
23,68,16,7,7,2,1,White,0,18.49,1298
25,76,8,4,4,8,5,White,1,13.76,2180
37,68,12,4,4,20,15,White,1,17.97,2783
42,76,14,5,4,16,9,White,1,39.33,2619
44,68,14,4,5,23,1,White,1,24.07,2008
41,71,14,6,6,2,18,Other,0,39.92,2380
37,65,15,8,7,2,6,White,0,10.46,2008
38,70,16,7,8,6,4,White,1,112.18,3120
29,73,12,4,6,3,8,White,1,12.02,2080
28,75,12,4,7,11,7,White,1,62.09,3060
26,76,16,5,7,1,4,White,1,70.51,2340
26,69,16,8,8,5,3,White,1,27.21,2205
59,68,17,6,6,32,11,White,1,78,2500
36,76,17,8,8,2,4,White,1,34.62,2080
51,71,12,4,5,17,3,White,1,19.06,2340
60,64,12,1,3,29,9,Black,0,14.16,2108
44,64,13,1,4,4,18,Black,0,28.85,2080
28,66,14,4,4,3,3,Black,0,21.33,2250
61,70,11,1,1,1,30,Black,1,11.47,1221
62,65,12,4,4,3,11,White,0,11.9,1261
62,74,11,4,4,8,38,White,1,21.43,2520
39,64,12,4,3,11,9,White,0,17,2059
35,65,13,4,4,15,13,White,0,19.61,2040
64,69,17,6,4,2,7,White,1,70.83,1440
57,70,17,4,4,2,3,White,1,24.09,1847
32,71,16,5,6,4,13,White,1,32.76,1984
46,63,14,4,4,20,2,White,0,14.71,3264
54,68,12,4,4,17,4,White,1,36.72,2165
50,73,12,4,4,24,6,White,1,115.86,1450
43,71,17,4,4,24,8,White,1,31.91,2350
32,74,17,4,6,4,2,White,1,29.74,3060
52,70,12,4,4,1,1,White,1,27.27,2750
49,68,12,4,4,12,21,White,1,29.91,2340
38,71,17,6,6,1,1,White,1,15.26,2490
22,66,16,6,7,1,1,White,0,26.95,1280
29,67,12,4,4,2,4,White,0,15.1,1920
55,74,14,4,4,33,10,White,1,24.31,2304
41,67,16,4,3,10,7,White,1,5.91,2115
39,67,14,4,4,17,5,White,1,40.43,1954
46,71,14,7,7,15,4,White,1,29.03,2480
50,68,12,6,6,5,19,White,1,35.12,2420
40,71,17,4,6,8,13,White,1,22.28,3120
30,71,10,5,7,4,2,White,1,22.17,2706
28,75,11,4,7,2,6,White,1,12.21,2458
37,70,14,3,4,6,17,White,1,25.55,2270
42,71,14,4,4,4,24,White,1,48,2500
42,75,14,4,5,2,4,White,1,32.53,2490
44,68,10,3,3,22,13,White,0,16.96,2064
39,73,11,3,4,14,14,Other,1,27.5,2000
26,70,14,3,4,5,5,White,0,20,3400
33,62,11,4,4,3,8,White,0,21.09,1802
41,71,15,4,7,2,10,White,1,22.32,1792
46,69,13,4,4,6,18,White,1,17.4,2167
33,70,13,3,3,4,5,Black,1,17,2000
40,74,16,5,5,23,14,White,1,21.34,1968
48,70,12,4,4,3,16,White,1,19.3,2280
38,67,14,4,6,6,2,White,0,36.1,2050
38,74,12,4,4,11,20,White,1,36.07,2024
57,62,17,4,6,6,1,White,0,28.81,3367
55,69,16,4,6,6,3,White,1,31.63,1960
49,67,17,5,7,15,1,White,1,32.73,2200
69,63,14,5,5,18,29,White,0,17.43,1182
23,71,14,4,4,2,5,White,1,34.2,2226
64,67,12,5,5,40,40,White,1,47.56,1640
60,70,12,4,4,18,8,White,1,81.3,2460
55,68,16,4,4,10,11,White,1,81.51,1936
42,70,14,4,4,5,8,White,1,46,2000
40,77,16,4,4,3,2,White,1,55.56,2124
50,65,12,7,3,28,11,Black,1,18.78,2450
48,62,12,4,3,4,5,Black,0,8.82,2268
43,63,17,4,3,4,14,Black,0,13.89,2218
49,70,12,5,6,5,8,Black,1,15,2000
36,67,14,6,7,2,8,Black,0,16.93,1536
37,66,17,6,4,10,10,White,1,19.59,3675
28,65,12,4,4,2,6,White,1,13.78,2032
64,69,12,7,4,16,10,White,1,29.45,2784
44,74,17,7,7,20,1,White,1,56.5,1991
38,67,17,8,8,19,3,White,0,28.69,1743
67,73,17,7,8,11,10,White,1,32.97,3640
31,73,12,4,4,1,9,White,1,48.89,1984
38,74,13,6,4,3,19,Other,1,15.21,2893
35,68,17,6,4,6,2,Other,0,48,1771
32,67,12,7,4,1,5,Other,0,10.66,1407
31,62,13,6,4,3,1,Other,0,17.93,1506
53,68,17,7,7,17,20,Other,0,33.33,2550
46,68,14,4,4,13,10,White,1,33.16,1960
59,63,12,6,4,12,22,White,0,16.42,2066
34,64,15,7,4,4,16,White,0,11.11,2250
61,71,12,3,2,4,18,White,1,21.11,1800
49,71,12,3,3,28,5,White,1,31.74,2470
39,74,12,4,4,17,8,White,1,29.97,3337
45,69,13,3,4,4,6,White,0,10.18,1915
